listener_artist,chart_appearances,match_type,match_score,mbid,artist_mb,matched_name
Soluna,11,exact_text,1.0,810a0d6d-564c-425b-84b9-f906e37bd0b4,Soluna,Soluna
Obie Trice,11,exact_text,1.0,c0f98b1d-1133-46d6-ab05-723a95cb5453,Obie Trice,Obie Trice
Jermaine Dupri,11,exact_text,1.0,fb75bc76-a50b-4d3a-b060-63092a4c6bbf,Jermaine Dupri,Jermaine Dupri
Romeo Santos Featuring Drake,11,exact_text,1.0,35f343df-3b87-4475-b0e4-d2ba5cc26eea,Romeo Santos,Romeo Santos
Dawin,11,exact_text,1.0,6d670145-5d7b-4154-b66d-34bbe644476d,Dawin,Dawin
Derez De'Shon,11,fuzzy,0.96,03d2f3bc-648b-4325-affd-59065b0f3a1e,Derez De’Shon,Derez De’Shon
Kygo Featuring Miguel,11,exact_text,1.0,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,Kygo,Kygo
Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,11,exact_text,1.0,410bbb19-8309-4a0b-9f87-3d65bde4a826,Nipsey Hussle,Nipsey Hussle
Chloe X Halle,11,fuzzy,0.9167,65dc16f0-2573-4747-ae7b-a7a2ff4dab8f,Chloe × Halle,Chloe × Halle
DDG,11,exact_text,1.0,6b8275bf-566f-4da0-9472-6e4e3aa5441e,DDG,DDG
Good Neighbours,11,exact_text,1.0,a84a3df1-a873-4be9-b6ff-4238393d46d7,Good Neighbours,Good Neighbours
Jody Reynolds,10,exact_text,1.0,2ec1b269-51b4-4876-b0d0-17c0374f9d93,Jody Reynolds,Jody Reynolds
The Tune Rockers,10,exact_text,1.0,c5badc5d-2a8d-4039-b8b5-f524c1acfce6,The Tune Rockers,The Tune Rockers
Carl Smith,10,fuzzy,0.9474,320b4732-22ab-41f8-b566-b05bd4ede17f,Cal Smith,Cal Smith
The Five Blobs,10,exact_text,1.0,48d695dd-acd0-4f18-b48a-1dbff32a294d,The Five Blobs,The Five Blobs
The Mickey Mozart Quintet,10,exact_text,1.0,8571afc3-487f-4323-9aee-69aa384588e4,The Mickey Mozart Quintet,The Mickey Mozart Quintet
The Knightsbridge Strings,10,exact_text,1.0,8e64d20f-468e-4b26-834e-ade4ab9667e4,The Knightsbridge Strings,The Knightsbridge Strings
Homer And Jethro,10,exact_text,1.0,f5a6bb71-f49d-4115-b285-fda004821497,Homer & Jethro,Homer & Jethro
Jon Thomas and Orchestra,10,exact_text,1.0,b733d1d1-de85-4d53-8087-13f2b4c26b69,Jon Thomas & Orchestra,Jon Thomas & Orchestra
The Ivy Three,10,exact_text,1.0,a694f348-a4ff-4675-90d6-3b732513ac16,The Ivy Three,The Ivy Three
Sammy Kaye And His Orchestra,10,exact_text,1.0,65e3ba0c-0191-4f35-9d38-6209c493ee19,Sammy Kaye and His Orchestra,Sammy Kaye and His Orchestra
Frank Slay And His Orchestra,10,exact_text,1.0,49f9701e-937e-4dca-9628-b6369fc15677,Frank Slay and His Orchestra,Frank Slay and His Orchestra
John Lee Hooker,10,exact_text,1.0,b0122194-c49a-46a1-ade7-84d1d76bd8e9,John Lee Hooker,John Lee Hooker
Little Joey And The Flips,10,exact_text,1.0,117fa0c9-7464-4eb2-a6a6-88bfabd016fd,Little Joey & the Flips,Little Joey & the Flips
The Pastel Six,10,exact_text,1.0,6158341a-7856-4467-a378-f2c74ffece01,The Pastel Six,The Pastel Six
Jack Nitzsche,10,exact_text,1.0,28a20b09-5ef7-4f81-878a-a5d8aef5ab1c,Jack Nitzsche,Jack Nitzsche
Barry & The Tamerlanes,10,exact_text,1.0,9e3dbed0-953e-4c94-a009-18a3a8441aff,Barry and the Tamerlanes,Barry and the Tamerlanes
Soul Sisters,10,exact_text,1.0,076922a9-bf8e-4220-9828-db7bb42146fc,Soul Sisters,Soul Sisters
Boots Randolph,10,exact_text,1.0,7b10ba94-21c3-4abb-802c-fe4984817504,Boots Randolph,Boots Randolph
The Ray Conniff Singers,10,exact_text,1.0,35e5aa58-6039-4fb9-bbfc-e168d75b8fd5,The Ray Conniff Singers,The Ray Conniff Singers
Candy & The Kisses,10,exact_text,1.0,a03fb725-b2ae-4a41-aaa6-ec9155a8509f,Candy & the Kisses,Candy & the Kisses
Vic Damone,10,exact_text,1.0,423066e2-4dcb-4014-b824-cc55933f0bf0,Vic Damone,Vic Damone
San Remo Golden Strings,10,exact_text,1.0,33995986-e060-42b0-81e1-8dad0c30c217,San Remo Golden Strings,San Remo Golden Strings
Little Jimmy Dickens,10,exact_text,1.0,bd7589a3-f82f-4c3d-b7e2-e57e89552da1,‘Little’ Jimmy Dickens,‘Little’ Jimmy Dickens
The Harden Trio,10,exact_text,1.0,088e1d76-1c79-4fb5-93d6-0412a4a331ac,The Harden Trio,The Harden Trio
Bobby Moore & The Rhythm Aces,10,exact_text,1.0,9b4d096c-2ac1-46aa-a522-417ba57e7a42,Bobby Moore & the Rhythm Aces,Bobby Moore & the Rhythm Aces
Napoleon XIV,10,exact_text,1.0,21e08280-f2fe-4abf-93f9-a71a673ada9e,Napoleon XIV,Napoleon XIV
Lorraine Ellison,10,exact_text,1.0,cc781935-afd3-4f35-908d-d9513d37b67a,Lorraine Ellison,Lorraine Ellison
Terry Knight and The Pack,10,exact_text,1.0,6a5accb4-39d0-46b7-802d-166a30d32729,Terry Knight & The Pack,Terry Knight & The Pack
The Yellow Balloon,10,exact_text,1.0,4daefcd4-d9e3-46f5-a6cf-147c7ceab82c,The Yellow Balloon,The Yellow Balloon
The Fifth Estate,10,exact_text,1.0,2cc14bcf-c7c6-4fb0-a214-8b45ffc88340,The Fifth Estate,The Fifth Estate
The Love Generation,10,exact_normalized,1.0,0cf9eb89-f883-444b-a483-056ba5312739,Love Generation,Love Generation
The Peppermint Trolley Company,10,exact_text,1.0,8080e395-31d1-49f2-b4eb-71b4b625529a,The Peppermint Trolley Company,The Peppermint Trolley Company
The Avant-Garde,10,exact_normalized,1.0,0d67d7bb-f423-47a5-a508-d100f268f7b3,Avant Garde,Avant Garde
Rhinoceros,10,exact_text,1.0,535603f4-cebe-4b96-a374-3cd0691055b9,Rhinoceros,Rhinoceros
Desmond Dekker And The Aces,10,exact_text,1.0,ba971bf0-8316-4d0d-820b-57f4882c497f,Desmond Dekker & the Aces,Desmond Dekker & the Aces
Thunderclap Newman,10,exact_text,1.0,e5ef73d3-58ce-4a71-bbf7-72cf5cb2393a,Thunderclap Newman,Thunderclap Newman
The Village Soul Choir,10,exact_text,1.0,070fb69f-fb45-4b28-a1b9-4d4e71736a20,The Village Soul Choir,The Village Soul Choir
The Boys In The Band,10,exact_text,1.0,a2a1333b-8c73-4a6b-a7b7-a60a9a452838,The Boys in the Band,The Boys in the Band
Traffic,10,exact_text,1.0,9fadfba9-ecae-4383-a4d8-47b043cea19a,Traffic,Traffic
Kiki Dee,10,exact_text,1.0,ccb4d559-44f9-4927-9cf3-cd1530cc5bcc,Kiki Dee,Kiki Dee
Ashton| Gardner & Dyke,10,exact_text,1.0,580818c3-c3a4-44b6-96c1-9a202844d92d,"Ashton, Gardner & Dyke","Ashton, Gardner & Dyke"
Springwell,10,exact_text,1.0,f1443d7d-9aef-4305-94d8-534267db8968,Springwell,Springwell
Pop-Tops,10,exact_text,1.0,323315f1-a508-4ff8-901b-83edef85a163,Pop Tops,Pop Tops
Sweathog,10,exact_text,1.0,277df578-9e44-4629-91c8-b7b6c012396d,Sweathog,Sweathog
The JB's,10,fuzzy,0.9412,cb6a2948-7b9b-4a15-8c71-2b79cc76408e,The J.B.’s,The J.B.’s
Limmie & Family Cookin',10,exact_text,1.0,2ea6bafc-fb32-452e-99fc-960293bcd141,Limmie & Family Cookin’,Limmie & Family Cookin’
Cymande,10,exact_text,1.0,21c5fb53-6fbc-4080-989a-b26d4540f4fd,Cymande,Cymande
Melba Montgomery,10,exact_text,1.0,6aa51fda-8324-4a34-8652-5b2f209b9e01,Melba Montgomery,Melba Montgomery
The Rubettes,10,exact_text,1.0,af64d87b-4114-48e8-8c9a-b61b314a4bd4,The Rubettes,The Rubettes
The Souther| Hillman| Furay Band,10,exact_text,1.0,9ee14ffa-02fb-4fd0-a3f6-d67864cd441a,"The Souther, Hillman, Furay Band","The Souther, Hillman, Furay Band"
Bimbo Jet,10,exact_text,1.0,cc9892a1-ab06-4a60-acee-fda7a04b986c,Bimbo Jet,Bimbo Jet
Batdorf & Rodney,10,exact_text,1.0,8e1b0146-c53a-4a62-af47-702a28ab9cdf,Batdorf & Rodney,Batdorf & Rodney
5000 Volts,10,exact_text,1.0,16dcd746-37e9-40b7-83fb-8521f443af7a,5000 Volts,5000 Volts
Penny Mclean,10,exact_text,1.0,4843d5fc-d8e2-4653-86dc-3519163a7ecf,Penny McLean,Penny McLean
Larry Santos,10,exact_text,1.0,99eadf0b-069c-4ce6-9064-bfb8d4357265,Larry Santos,Larry Santos
Mighty Clouds Of Joy,10,exact_text,1.0,13140835-12e8-4208-a5c2-76992802381e,Mighty Clouds of Joy,Mighty Clouds of Joy
Sons Of Champlin,10,exact_normalized,1.0,6f04b3e9-000e-4208-bb72-cdccf868dcdf,The Sons of Champlin,The Sons of Champlin
Facts of Life,10,exact_normalized,1.0,c1abce92-c341-4c10-8670-4e5dd81da888,The Facts of Life,The Facts of Life
Plastic Bertrand,10,exact_text,1.0,39cf1c51-8e6a-4d7a-a1f5-9ea212e66699,Plastic Bertrand,Plastic Bertrand
Clout,10,exact_text,1.0,0dab0b7d-6888-457f-8522-d91639131425,Clout,Clout
Cindy Bullens,10,fuzzy,0.9231,41780c1c-a572-410d-873f-ee74c93d3d10,Cidny Bullens,Cidny Bullens
Funky Communication Committee,10,exact_text,1.0,06afe64d-019a-4ba5-983d-cb96ba4dad78,Funky Communication Committee,Funky Communication Committee
The Flying Lizards,10,exact_text,1.0,45a2c364-6634-485a-ab0a-7dc828c6ef7b,The Flying Lizards,The Flying Lizards
Pleasure,10,exact_text,1.0,fc340078-7883-49bd-ad06-8b03512b25ed,Pleasure,Pleasure
McGuffey Lane,10,exact_text,1.0,c0171478-1e95-4b19-98d6-b4cc6770365f,McGuffey Lane,McGuffey Lane
Yoko Ono,10,exact_text,1.0,b0b33754-a664-43b7-ba00-be0dc4ec2396,Yoko Ono,Yoko Ono
Henry Paul Band,10,exact_text,1.0,f7cb12f0-cfbd-411d-8446-39ef7370ea2c,Henry Paul Band,Henry Paul Band
"Richard ""Dimples"" Fields",10,exact_text,1.0,2c777d23-2ebd-4d7e-b74f-9ab212b4e8ed,Richard “Dimples” Fields,Richard “Dimples” Fields
One Way,10,exact_text,1.0,2003b17e-7237-4135-a9c7-0dd9da71ac8f,One Way,One Way
B.E. Taylor Group,10,exact_text,1.0,5b6715f2-5f5b-4f66-8925-6cd01fc3c11e,B.E. Taylor Group,B.E. Taylor Group
Jocelyn Brown,10,exact_text,1.0,6a628a50-1c5c-4d29-a13a-79a73eb012d9,Jocelyn Brown,Jocelyn Brown
Barry Gibb,10,exact_text,1.0,b02e4ca5-312a-4d2e-b087-30db9d5ec579,Barry Gibb,Barry Gibb
Freddie Mercury,10,exact_text,1.0,022589ac-7177-460d-a178-9976cf70e29f,Freddie Mercury,Freddie Mercury
Y&T,10,exact_text,1.0,e773e9a3-cadd-41d2-a7e9-4ca097ae5a3f,Y&T,Y&T
Loose Ends,10,exact_text,1.0,e0fe4ee3-6ce4-4b63-8854-049c78584fc8,Loose Ends,Loose Ends
E.G. Daily,10,exact_text,1.0,aa263df5-9507-43de-ba1d-77448d456b16,E.G. Daily,E.G. Daily
Howard Hewett,10,exact_text,1.0,767a8acd-5a6d-4c6e-b8a3-337c311b2b77,Howard Hewett,Howard Hewett
The Gregg Allman Band,10,exact_text,1.0,d418e0cc-64f0-477f-acda-407abd2f6c59,The Gregg Allman Band,The Gregg Allman Band
Newcity Rockers,10,exact_text,1.0,9d3c5d55-3a7a-4373-b9d9-842a76f55396,Newcity Rockers,Newcity Rockers
Rock And Hyde,10,exact_text,1.0,95b054af-8280-463d-a663-a8aba1df92b4,Rock & Hyde,Rock & Hyde
Taja Sevelle,10,exact_text,1.0,6a274d5c-562f-4f13-bd67-eb2daa3a68d0,Taja Sevelle,Taja Sevelle
Wendy And Lisa,10,exact_text,1.0,cd5f01dd-244a-42f0-ae2e-66ff13020024,Wendy & Lisa,Wendy & Lisa
Eria Fachin,10,exact_text,1.0,4b4a57bf-3af1-424a-9bb6-ebe42a8e2800,Eria Fachin,Eria Fachin
The Replacements,10,exact_text,1.0,dc0d05ce-2f47-4962-b4fa-8631a0a51987,The Replacements,The Replacements
Soulsister,10,exact_text,1.0,217351e4-a130-49f1-aab9-99b53bf4fe9e,Soulsister,Soulsister
Joan Jett,10,exact_text,1.0,f376828a-b438-4fda-bb2e-dcd5fbe81f83,Joan Jett,Joan Jett
McAuley Schenker Group,10,fuzzy,0.9767,eed24719-e90e-4b88-b3a7-5a0b38ccd670,McAuley–Schenker Group,McAuley–Schenker Group
Anything Box,10,exact_text,1.0,af57e70a-a2b8-44cc-9f89-9a752c6bb53d,Anything Box,Anything Box
Caron Wheeler,10,exact_text,1.0,e24587e5-c4c8-4a81-a0cd-6850190f4b94,Caron Wheeler,Caron Wheeler
Happy Mondays,10,exact_text,1.0,01f4fb92-6bf0-4de5-83dc-3fe194e763bf,Happy Mondays,Happy Mondays
Cartouche,10,exact_text,1.0,7c91a11c-9c58-48e5-95f3-81fc2b87e08e,Cartouche,Cartouche
The Rebel Pebbles,10,exact_text,1.0,a21b4b48-b7f2-4468-8f99-0c29ad087e76,The Rebel Pebbles,The Rebel Pebbles
Daryl Braithwaite,10,exact_text,1.0,4cdad569-ad6a-4dfd-87ae-ad1ef94ecd40,Daryl Braithwaite,Daryl Braithwaite
Colourhaus,10,exact_text,1.0,d8726c91-3d8d-48c8-a993-ebb3b659cdfc,Colourhaus,Colourhaus
MC Serch,10,exact_text,1.0,356dd158-c6db-49b4-8079-6ba807710f82,MC Serch,MC Serch
Goddess,10,exact_text,1.0,93a6aeea-2d32-4e67-85cb-364cbc5ad8e6,Goddess,Goddess
Porno For Pyros,10,exact_text,1.0,211ee5ca-67e3-4845-8313-6e6cbab95b1b,Porno for Pyros,Porno for Pyros
Rosco Martinez,10,exact_text,1.0,92fb8fd3-cfac-4f61-9bf4-08d232a7ca4e,Rosco Martinez,Rosco Martinez
Whitehead Bros.,10,exact_text,1.0,4a7250c1-c1f5-4dc9-8344-d0837b2c1b29,Whitehead Bros.,Whitehead Bros.
Love Spit Love,10,exact_text,1.0,d703af9a-d993-4f00-92aa-14ea284e39bd,Love Spit Love,Love Spit Love
Jeff Foxworthy,10,exact_text,1.0,6d3c8710-afdf-4c99-bb7c-c53d924b8254,Jeff Foxworthy,Jeff Foxworthy
Perfect Stranger,10,exact_text,1.0,33853bf9-a642-4b77-bf8e-64ab362ad20d,Perfect Stranger,Perfect Stranger
WC & The Maad Circle,10,exact_text,1.0,cdac599f-a265-4e68-b02c-c0c5a17e8bf7,WC and the Maad Circle,WC and the Maad Circle
A Few Good Men,10,exact_text,1.0,1ee4cac4-6d42-439b-9833-f82a11d0708b,A Few Good Men,A Few Good Men
Goodfellaz,10,exact_text,1.0,21782dd7-e75d-4deb-9202-4f34eae0571f,Goodfellaz,Goodfellaz
Tre,10,exact_text,1.0,b4102e0f-44a5-4bbf-84f2-07522ea16027,Tré,Tré
Kim Sanders,10,exact_text,1.0,ba77d6d9-fc71-482c-97f5-91909135728c,Kim Sanders,Kim Sanders
Natalie Imbruglia,10,exact_text,1.0,60530915-9371-4b16-bc31-5c4456317ae0,Natalie Imbruglia,Natalie Imbruglia
Sherrie Austin,10,exact_text,1.0,caa9d00a-8a58-45bb-ae2f-3d4167dbfa72,Sherrié Austin,Sherrié Austin
Youngstown,10,exact_text,1.0,c16f228a-db6a-4f09-a758-b6ced7b1cc54,Youngstown,Youngstown
Kumbia Kings Featuring A.B. Quintanilla,10,exact_text,1.0,0fea436e-be7f-49b8-aec0-1f044e8eeb27,Kumbia Kings,Kumbia Kings
Darude,10,exact_text,1.0,9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4,Darude,Darude
Afroman,10,exact_text,1.0,8c332797-2784-45a7-9b5c-3b86f07a03de,Afroman,Afroman
Telepopmusik,10,exact_text,1.0,265f242e-cf4e-4fbe-a3fe-43112387172f,Télépopmusik,Télépopmusik
Talib Kweli,10,exact_text,1.0,bb3cbea2-5ad4-4917-bc84-8a1975d40315,Talib Kweli,Talib Kweli
Sarah Connor,10,exact_text,1.0,9293fc79-e77c-4ee6-a092-61df10ca47ea,Sarah Connor,Sarah Connor
NB Ridaz Featuring Gemini,10,exact_text,1.0,0adbea00-e0da-4de9-8caf-4d80f76a7828,NB Ridaz,NB Ridaz
Caesars,10,exact_text,1.0,2f1e4ada-2b9a-4834-90fa-88d61b73082f,Caesars,Caesars
Luis Fonsi,10,exact_text,1.0,d68fda90-ab8d-4799-be56-317ba4ae700f,Luis Fonsi,Luis Fonsi
Ghostface Killah Featuring Ne-Yo,10,exact_text,1.0,3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface Killah,Ghostface Killah
Ferras,10,exact_text,1.0,5df19697-1078-4609-970c-bb0a0cede94d,Ferras,Ferras
September,10,exact_text,1.0,f97b55a8-7d03-4ebe-a277-a9cadc2a9f86,September,September
Framing Hanley,10,exact_text,1.0,7f616512-e114-433f-86c1-4c8fe9f7fe2c,Framing Hanley,Framing Hanley
Madcon,10,exact_text,1.0,2da9b8e3-e2de-4599-aa30-bf47e35e3fc0,Madcon,Madcon
Kreayshawn,10,exact_text,1.0,b87b38cc-b446-4a0c-968a-addb0e244c9d,Kreayshawn,Kreayshawn
Mindless Behavior Featuring Diggy,10,exact_text,1.0,b5ddbf00-9166-41a2-ba10-4e80b029dab6,Mindless Behavior,Mindless Behavior
Nero,10,exact_text,1.0,bd057a0c-a7b6-47bf-8dc3-45e0efac1798,NERO,NERO
Tucker Beathard,10,exact_text,1.0,3f0f0163-c21a-4f89-b21c-a5e42a6606e1,Tucker Beathard,Tucker Beathard
Machine Gun Kelly,10,exact_text,1.0,8d9315a4-ee01-427f-92ae-53162e008c51,Machine Gun Kelly,Machine Gun Kelly
Mabel,10,exact_text,1.0,3a592f93-5c88-4b7c-a10f-8eb3dcbadde7,Mabel,Mabel
Regard,10,exact_text,1.0,85f11607-6ed7-4a36-af69-dcadd32ad277,Regard,Regard
Tyler Childers,10,exact_text,1.0,9947e874-ddd0-4e1a-b0d4-a76f6532fe45,Tyler Childers,Tyler Childers
Rich Amiri,10,exact_text,1.0,8ae4189a-67e8-4466-91cb-8902f2b72ab2,Rich Amiri,Rich Amiri
Cynthia Erivo Featuring Ariana Grande,10,exact_text,1.0,752bebd2-b44c-41bb-8a21-bdf3cd1b5518,Cynthia Erivo,Cynthia Erivo
Betty Madigan,9,exact_text,1.0,e6022a43-ce36-4734-9e9f-a438a1aff1b5,Betty Madigan,Betty Madigan
Johnnie Ray,9,exact_text,1.0,a74dcc96-ed1b-4b0c-8492-cc5345d629d8,Johnnie Ray,Johnnie Ray
The Four Aces,9,exact_text,1.0,908e99b8-b2b0-49e8-a85b-0a41a98f3926,The Four Aces,The Four Aces
Quaker City Boys,9,exact_text,1.0,dc982819-17cb-4174-8bb5-bee3c85dbf82,Quaker City Boys,Quaker City Boys
Tommy Sands,9,exact_text,1.0,5247e3c6-2989-46cc-800f-c4f6d39e4b1e,Tommy Sands,Tommy Sands
Pete Fountain,9,exact_text,1.0,8c72d1ca-f10e-44db-8c8c-b7176313eaf8,Pete Fountain,Pete Fountain
Ray Bryant Combo,9,exact_normalized,1.0,4c52f633-3da4-4b60-9527-db5fa681e3a3,The Ray Bryant Combo,The Ray Bryant Combo
Bud & Travis,9,exact_text,1.0,aaac557f-5752-4c40-aae6-541c84cd57cd,Bud & Travis,Bud & Travis
Ramrods,9,exact_text,1.0,16413c2d-e395-4a94-8c48-ab9366d97da0,Ramrods,Ramrods
The Blue Jays,9,exact_text,1.0,39061a33-43c6-4106-bcb5-4b88b3db5fbd,The Blue Jays,The Blue Jays
Johnnie Morisette,9,exact_text,1.0,32316097-9b0c-47b0-8944-ca05837ec8f8,Johnnie Morisette,Johnnie Morisette
Bertha Tillman,9,exact_text,1.0,9d06d99d-4a54-4339-9365-310b842ca1a7,Bertha Tillman,Bertha Tillman
Stan Kenton,9,exact_text,1.0,f19ce47e-2ceb-484c-9c4d-c04dcc7aff7e,Stan Kenton,Stan Kenton
The Matys Bros.,9,exact_text,1.0,b76be936-b9c8-4a3d-b4c6-f88084854947,The Matys Bros.,The Matys Bros.
Charlie Byrd,9,exact_text,1.0,9d99c378-247c-47a3-94ea-753efa330023,Charlie Byrd,Charlie Byrd
Boots Randolph and his Combo,9,exact_text,1.0,9ea0e8b6-62ec-417a-a348-6fbec17bf500,Boots Randolph and His Combo,Boots Randolph and His Combo
Ray Barretto,9,exact_text,1.0,169153fd-ba80-401a-8ccd-2825efaf9155,Ray Barretto,Ray Barretto
Matt Lucas,9,exact_text,1.0,014108a4-c16b-407a-b0a3-a4356a825c36,Matt Lucas,Matt Lucas
Count Basie,9,exact_text,1.0,0dbd6300-efdc-420b-857e-895e18fad317,Count Basie,Count Basie
The Baja Marimba Band,9,exact_text,1.0,ec32534c-d5cb-41d3-b002-b4a22a93d581,The Baja Marimba Band,The Baja Marimba Band
Bernadette Carroll,9,exact_text,1.0,2adcf101-ffcd-4032-b23a-0f560410237a,Bernadette Carroll,Bernadette Carroll
Rita Pavone,9,exact_text,1.0,1fe5f1ab-38c8-4b5e-866b-45499bd900e6,Rita Pavone,Rita Pavone
The Rag Dolls,9,exact_normalized,1.0,1e946646-babd-468b-8d06-25da7c490496,Rag Dolls,Rag Dolls
Mickey Lee Lane,9,exact_text,1.0,4f2b752e-3292-467f-a92b-ecf49b92db6b,Mickey Lee Lane,Mickey Lee Lane
"The ""You Know Who"" Group!",9,exact_text,1.0,f5303eff-ebe5-4bc7-9fee-83da29bbc012,"The ""You Know Who"" Group","The ""You Know Who"" Group"
Eddie Rambeau,9,exact_text,1.0,7b2a4942-b7d0-4a59-a72f-0136a5998ffa,Eddie Rambeau,Eddie Rambeau
David & Jonathan,9,exact_text,1.0,b9f422b1-9f89-4b09-b083-6909f7b75a99,David & Jonathan,David & Jonathan
Norma Tanega,9,exact_text,1.0,6afd770e-8d2a-4243-b1fc-d9c22f11e428,Norma Tanega,Norma Tanega
Walter Wanderley,9,exact_text,1.0,9e031ad0-8f7f-44ab-905e-6ed093eca2e3,Walter Wanderley,Walter Wanderley
Jimmy Castor,9,exact_text,1.0,913b6dab-7bda-43d2-80df-254eebb5314e,Jimmy Castor,Jimmy Castor
Jack Greene,9,exact_text,1.0,294a6e1b-506e-423a-911a-bc2eca42a7dc,Jack Greene,Jack Greene
The Third Rail,9,exact_normalized,1.0,815d3e7e-e0dc-4647-b345-159d81b74fd7,Third Rail,Third Rail
Madeline Bell,9,exact_text,1.0,ef27c800-6460-4888-8c57-6c2fa38cdb05,Madeline Bell,Madeline Bell
Tommy Leonetti,9,exact_text,1.0,85d6802b-d5eb-451b-8190-62f0339d1489,Tommy Leonetti,Tommy Leonetti
Billie Jo Spears,9,exact_text,1.0,615d51ca-3d06-43dc-b956-4d76099f4b5e,Billie Jo Spears,Billie Jo Spears
Otis Leavill,9,exact_text,1.0,5f2301ec-75a0-448c-bfb8-38e39c7fd892,Otis Leavill,Otis Leavill
The New Hope,9,exact_normalized,1.0,37ec3d13-2066-41e8-96ff-baa49b94e40e,New Hope,New Hope
Miguel Rios,9,exact_text,1.0,cfd5e4f3-e73d-4f8e-a315-6b99c7b1c3f7,Miguel Ríos,Miguel Ríos
Hotlegs,9,exact_text,1.0,e07390a6-5f21-4f87-a351-3adcbe8447d1,Hotlegs,Hotlegs
McGuinness Flint,9,exact_text,1.0,9309024d-40ba-4c5b-b636-31e3288b551a,McGuinness Flint,McGuinness Flint
Emitt Rhodes,9,exact_text,1.0,87fa7ab0-2720-46c4-8926-900f4d916e66,Emitt Rhodes,Emitt Rhodes
Susan Raye,9,exact_text,1.0,db5a16ec-c9ca-4698-9044-c89fd46c92bf,Susan Raye,Susan Raye
Goose Creek Symphony,9,exact_text,1.0,1785d680-3bc2-4967-b1ff-fa73e9bbf83f,Goose Creek Symphony,Goose Creek Symphony
Carlo Savina,9,exact_text,1.0,bffd8523-d6c7-4ec4-8996-3a437775f70a,Carlo Savina,Carlo Savina
Danyel Gerard,9,exact_text,1.0,cabdc397-1baf-4164-a0c9-3269961a7bb5,Danyel Gérard,Danyel Gérard
Valerie Simpson,9,exact_text,1.0,03f97204-818e-45e0-b3d5-1108a52789ba,Valerie Simpson,Valerie Simpson
Shawn Phillips,9,exact_text,1.0,a8e1ce2e-8b10-4bc3-b212-fa3f21a1f053,Shawn Phillips,Shawn Phillips
Afrique,9,exact_text,1.0,a8a4b16a-c546-405a-ae5e-cd97604a07da,Afriqué,Afriqué
Manu Dibango,9,exact_text,1.0,826b488f-5164-45ca-abc4-ab11b3c321eb,Manu Dibango,Manu Dibango
Cozy Powell,9,exact_text,1.0,0b406e6d-a81b-45ee-bef2-2df2a6c63859,Cozy Powell,Cozy Powell
Edgar Winter,9,exact_text,1.0,c927b0e2-072c-4dbd-aaf5-d92aa57841dc,Edgar Winter,Edgar Winter
Odia Coates,9,exact_text,1.0,b0e5edbd-40e0-4d3a-b1a4-d7c7bde21b0f,Odia Coates,Odia Coates
The Brecker Brothers,9,exact_text,1.0,46bdb0fa-6db1-44ea-b7b1-57de05b2cba1,The Brecker Brothers,The Brecker Brothers
Firefly,9,exact_text,1.0,066160f2-d3b2-4975-912e-da201a241a2d,Firefly,Firefly
Jonathan Cain,9,exact_text,1.0,cf933e60-92da-4140-bddb-694e7e49f61f,Jonathan Cain,Jonathan Cain
The Band Of The Black Watch,9,exact_text,1.0,702b9c82-057f-4b5a-947c-2c3d7c92cb44,The Band of the Black Watch,The Band of the Black Watch
The Don Harrison Band,9,exact_text,1.0,64d97bfe-ead4-4bef-b167-e8b12d906861,The Don Harrison Band,The Don Harrison Band
Double Exposure,9,exact_text,1.0,ce16a54b-d14c-428f-8721-7baed0929cc0,Double Exposure,Double Exposure
Dana Valery,9,exact_text,1.0,44013bba-371c-4fdd-b793-ab6c93bb7590,Dana Valery,Dana Valery
Shirley & Squirrely,9,exact_text,1.0,6f55caf3-25c1-4dab-aa25-544f658a5f55,Shirley and Squirrely,Shirley and Squirrely
Mesa,9,exact_text,1.0,66174d6f-f6af-4839-b250-d0f6881d9831,Mesa,Mesa
Pockets,9,exact_text,1.0,0f0eb7ca-8c29-4e04-ba3b-ac6ec8a51823,Pockets,Pockets
Bill LaBounty,9,exact_text,1.0,0bba220b-29d8-4bea-9420-a974ede061b8,Bill LaBounty,Bill LaBounty
Voyage,9,exact_text,1.0,6bf918da-7c90-4b96-9661-0f30bc4f15c8,Voyage,Voyage
Louise Goffin,9,exact_text,1.0,9e255b05-925a-444c-9da9-2629a7c5894a,Louise Goffin,Louise Goffin
Mistress,9,exact_text,1.0,e8143d56-f2e9-4122-9666-6aa5352dadcd,Mistress,Mistress
Yellow Magic Orchestra,9,exact_text,1.0,ac5af671-1df0-4312-8b7b-e61992ecc883,Yellow Magic Orchestra,Yellow Magic Orchestra
Rossington Collins Band,9,exact_text,1.0,882103cd-71ba-4eb3-8bda-76355bdc5c29,Rossington Collins Band,Rossington Collins Band
The Dillman Band,9,exact_text,1.0,a3352a2b-a8a2-47ec-a973-389f03f4de61,The Dillman Band,The Dillman Band
Ronnie Laws,9,exact_text,1.0,e26aa662-2255-4435-8332-85097f8aba0b,Ronnie Laws,Ronnie Laws
Sheila,9,exact_text,1.0,4188bdf2-7c26-45b4-9b4e-c2cb9d26e38d,Sheila,Sheila
